"","AbsTime","date.time","cps3721","corr.factor","MPVPosition","elapsed.time","id","treat","mass","conc","Vid","mearging.id","conc.bg.mn","conc.bg.sd","conc.corr","comp","nn","OTV","K","Group","date.time.weather","date","time","temp","temp.K","n","flux","flux.time","cum","exp"
"1",44742.663071847,2022-06-30 15:56:50,62.4234806694132,162.644216372227,1,"0","1","NEO","m33",12.742734,"V5","m33 0",15.292405,1.82612966263324,-2.549671,"Methanol","33.033000000000001",33000,2.19,"Other","30-06-2022 16:00:00","30-06-2022","16:00:00","24.4",297.55,-1.04425548641969e-10,0,0,0,"22K"
"2",44742.735261672,2022-06-30 17:40:47,60.8699808795411,158.141552581262,1,"1.73","1","NEO","m33",13.411779,"0","m33 1.73",15.987073,0.51563527134206,-2.575294,"Methanol","33.033000000000001",33000,2.19,"Other","30-06-2022 18:00:00","30-06-2022","18:00:00","23.1",296.25,-1.05937820301046e-10,0,0,0,"22K"
"3",44742.80744874,2022-06-30 19:24:44,60.8017545997319,157.943805531863,1,"3.46","1","NEO","m33",13.05897,"0","m33 3.46",16.121101,0.258596469830894,-3.062131,"Methanol","33.033000000000001",33000,2.19,"Other","30-06-2022 19:00:00","30-06-2022","19:00:00","22.6",295.75,-1.26177404273062e-10,0,0,0,"22K"
"4",44742.879624217,2022-06-30 21:08:40,59.5851989089599,154.417740517729,1,"5.2","1","NEO","m33",16.204905,"0","m33 5.2",18.735377,0.390694608741915,-2.530472,"Methanol","33.033000000000001",33000,2.19,"Other","30-06-2022 21:00:00","30-06-2022","21:00:00","18.9",292.05,-1.05590999673181e-10,0,0,0,"22K"
"5",44742.951799672,2022-06-30 22:52:36,54.9347366248775,140.938840633545,1,"6.93","1","NEO","m33",12.777774,"0","m33 6.93",13.786926,1.90076405702523,-1.009152,"Methanol","33.033000000000001",33000,2.19,"Other","30-06-2022 23:00:00","30-06-2022","23:00:00","16.4",289.55,-4.24732595865502e-11,0,0,0,"22K"
"6",44743.023998262,2022-07-01 00:36:34,49.6973550356053,125.758813835198,1,"8.66","1","NEO","m33",13.71816,"0","m33 8.66",11.4652632,0.876173026856933,2.2528968,"Methanol","33.033000000000001",33000,2.19,"Other","01-07-2022 01:00:00","01-07-2022","01:00:00","15.1",288.25,9.52477133423315e-11,1.61624804445451e-07,1.68089796623269e-05,1.68089796623269e-05,"22K"
"7",44743.096185278,2022-07-01 02:20:31,48.9815840852725,123.684223312754,1,"10.4","1","NEO","m33",12.675063,"0","m33 10.4",10.8832415,0.202008304638225,1.7918215,"Methanol","33.033000000000001",33000,2.19,"Other","01-07-2022 02:00:00","01-07-2022","02:00:00","14.8",287.95,7.58333490835782e-11,5.23945607980425e-07,5.44903432299642e-05,7.1299322892291e-05,"22K"
"8",44743.168372295,2022-07-01 04:04:28,51.0578165374677,129.701975452196,1,"12.1","1","NEO","m33",10.2550035,"0","m33 12.1",10.2661214,0.751718364302489,-0.0111178999999999,"Methanol","33.033000000000001",33000,2.19,"Other","01-07-2022 04:00:00","01-07-2022","04:00:00","14.3",287.45,-4.71349473648744e-13,2.3080046467063e-07,2.40032483257455e-05,9.53025712180366e-05,"22K"
"9",44743.240559312,2022-07-01 05:48:25,51.0125335230694,129.570727163264,1,"13.9","1","NEO","m33",12.384231,"0","m33 13.9",10.938977,1.12652059865444,1.445254,"Methanol","33.033000000000001",33000,2.19,"Other","01-07-2022 06:00:00","01-07-2022","06:00:00","17.5",290.65,6.05977401830499e-11,1.8414053483885e-07,1.91506156232404e-05,0.000114453186841277,"22K"
"10",44743.312746331,2022-07-01 07:32:22,59.2013320231466,153.305140735888,1,"15.6","1","NEO","m33",10.3470492,"0","m33 15.6",12.5053015,2.05889912974319,-2.1582523,"Methanol","33.033000000000001",33000,2.19,"Other","01-07-2022 08:00:00","01-07-2022","08:00:00","19.3",292.45,-8.99359160733001e-11,0,0,0.000114453186841277,"22K"
"11",44743.384921783,2022-07-01 09:16:18,64.9631290348721,170.005133194673,1,"17.3","1","NEO","m33",12.320502,"0","m33 17.3",13.3873094,1.32523595080585,-1.0668074,"Methanol","33.033000000000001",33000,2.19,"Other","01-07-2022 09:00:00","01-07-2022","09:00:00","19.1",292.25,-4.44850492467182e-11,0,0,0.000114453186841277,"22K"
"12",44743.457108805,2022-07-01 11:00:15,66.3843442579831,174.124383397338,1,"19.1","1","NEO","m33",12.621627,"0","m33 19.1",13.033858,1.42096929999772,-0.412230999999999,"Methanol","33.033000000000001",33000,2.19,"Other","01-07-2022 11:00:00","01-07-2022","11:00:00","20.8",293.95,-1.7090302872277e-11,0,0,0.000114453186841277,"22K"
"13",44743.67257034,2022-07-01 16:10:31,102.608915906788,279.117681864235,1,"24.2","1","NEO","m33",10.1644689,"0","m33 24.2",9.9233499,0.514649099303467,0.241119,"Methanol","33.033000000000001",33000,2.19,"Other","01-07-2022 16:00:00","01-07-2022","16:00:00","16.7",289.85,1.01377296423434e-11,0,0,0.000114453186841277,"22K"
"14",44743.744745784,2022-07-01 17:54:27,74.1074931345626,196.509158101216,1,"26","1","NEO","m33",5.9006703,"0","m33 26",7.2407094,0.161133695050818,-1.3400391,"Methanol","33.033000000000001",33000,2.19,"Other","01-07-2022 18:00:00","01-07-2022","18:00:00","15.6",288.75,-5.65559176675711e-11,0,0,0.000114453186841277,"22K"
"15",44743.816955948,2022-07-01 19:38:25,84.1380203834859,225.581638279496,1,"27.7","1","NEO","m33",6.5707884,"0","m33 27.7",7.3079789,0.528215554594268,-0.7371905,"Methanol","33.033000000000001",33000,2.19,"Other","01-07-2022 20:00:00","01-07-2022","20:00:00","15.5",288.65,-3.11236658553274e-11,0,0,0.000114453186841277,"22K"
"16",44743.88913139,2022-07-01 21:22:21,49.0015813878689,123.742183494599,1,"29.4","1","NEO","m33",6.2815551,"0","m33 29.4",6.8042205,0.915179348405049,-0.5226654,"Methanol","33.033000000000001",33000,2.19,"Other","01-07-2022 21:00:00","01-07-2022","21:00:00","15.2",288.35,-2.20895247045025e-11,0,0,0.000114453186841277,"22K"
"17",44743.961318406,2022-07-01 23:06:18,48.0661201451418,121.030842628679,1,"31.2","1","NEO","m33",7.2948024,"0","m33 31.2",7.1010969,0.502937312578626,0.1937055,"Methanol","33.033000000000001",33000,2.19,"Other","01-07-2022 23:00:00","01-07-2022","23:00:00","14.6",287.75,8.20368914644054e-12,0,0,0.000114453186841277,"22K"
"18",44744.033493847,2022-07-02 00:50:14,45.6610024580528,114.05984952442,1,"32.9","1","NEO","m33",6.0914193,"0","m33 32.9",6.4016401,0.376741646214312,-0.3102208,"Methanol","33.033000000000001",33000,2.19,"Other","02-07-2022 01:00:00","02-07-2022","01:00:00","13.7",286.85,-1.31794909199247e-11,0,0,0.000114453186841277,"22K"
"19",44744.105680862,2022-07-02 02:34:11,43.7540894220284,108.532852780807,1,"34.6","1","NEO","m33",6.3335895,"0","m33 34.6",6.3097404,0.110995033508891,0.0238490999999997,"Methanol","33.033000000000001",33000,2.19,"Other","02-07-2022 03:00:00","02-07-2022","03:00:00","12.8",285.95,1.0163995630707e-12,0,0,0.000114453186841277,"22K"
"20",44744.177868854,2022-07-02 04:18:08,35.6841273732669,85.1428747786767,1,"36.4","1","NEO","m33",6.5934549,"0","m33 36.4",6.8831043,0.543070028612406,-0.2896494,"Methanol","33.033000000000001",33000,2.19,"Other","02-07-2022 04:00:00","02-07-2022","04:00:00","12.1",285.25,-1.23745540260368e-11,0,0,0.000114453186841277,"22K"
"21",44744.25005587,2022-07-02 06:02:05,28.0214861235452,62.9334753804834,1,"38.1","1","NEO","m33",7.7118003,"0","m33 38.1",8.0165169,0.824474798395881,-0.3047166,"Methanol","33.033000000000001",33000,2.19,"Other","02-07-2022 06:00:00","02-07-2022","06:00:00","13.6",286.75,-1.29501638488581e-11,0,0,0.000114453186841277,"22K"
"22",44744.322242394,2022-07-02 07:46:02,40.2153116879408,98.2760593963277,1,"39.8","1","NEO","m33",7.0023936,"0","m33 39.8",8.6768749,0.651490438429521,-1.6744813,"Methanol","33.033000000000001",33000,2.19,"Other","02-07-2022 08:00:00","02-07-2022","08:00:00","16.9",290.05,-7.03541965982919e-11,0,0,0.000114453186841277,"22K"
"23",44744.394429414,2022-07-02 09:29:59,47.2993848071763,118.80853692512,1,"41.6","1","NEO","m33",7.0558515,"0","m33 41.6",8.7291283,0.233352738132381,-1.6732768,"Methanol","33.033000000000001",33000,2.19,"Other","02-07-2022 09:00:00","02-07-2022","09:00:00","17.9",291.05,-7.00620373234083e-11,0,0,0.000114453186841277,"22K"
"24",44744.466616434,2022-07-02 11:13:56,46.875869359595,117.58101975185,1,"43.3","1","NEO","m33",7.922325,"0","m33 43.3",9.4697352,0.992115322779282,-1.5474102,"Methanol","33.033000000000001",33000,2.19,"Other","02-07-2022 11:00:00","02-07-2022","11:00:00","19.9",293.05,-6.43496672472565e-11,0,0,0.000114453186841277,"22K"
"25",44744.683165936,2022-07-02 16:25:46,43.6164995640802,108.13406233653,1,"48.5","1","NEO","m33",7.3312659,"0","m33 48.5",7.8039774,1.08294162984568,-0.4727115,"Methanol","33.033000000000001",33000,2.19,"Other","02-07-2022 16:00:00","02-07-2022","16:00:00","20.3",293.45,-1.96310997565976e-11,0,0,0.000114453186841277,"22K"
"26",44744.755341387,2022-07-02 18:09:42,42.4309631352609,104.69790355124,1,"50.2","1","NEO","m33",5.5604538,"0","m33 50.2",7.7481105,0.454538333407106,-2.1876567,"Methanol","33.033000000000001",33000,2.19,"Other","02-07-2022 18:00:00","02-07-2022","18:00:00","18.8",291.95,-9.13173431502136e-11,0,0,0.000114453186841277,"22K"
"27",44744.827539983,2022-07-02 19:53:40,42.7021749742366,105.483983945327,1,"51.9","1","NEO","m33",5.3247879,"0","m33 51.9",6.5227179,0.941917803162457,-1.19793,"Methanol","33.033000000000001",33000,2.19,"Other","02-07-2022 20:00:00","02-07-2022","20:00:00","16.7",289.85,-5.03663770605069e-11,0,0,0.000114453186841277,"22K"
"28",44744.899715426,2022-07-02 21:37:36,41.1698134039969,101.042587170145,1,"53.7","1","NEO","m33",7.4864055,"0","m33 53.7",7.6908201,0.50842199169262,-0.2044146,"Methanol","33.033000000000001",33000,2.19,"Other","02-07-2022 22:00:00","02-07-2022","22:00:00","14.4",287.55,-8.66325534962881e-12,0,0,0.000114453186841277,"22K"
"29",44744.971890866,2022-07-02 23:21:32,38.9491129404733,94.6061089466678,1,"55.4","1","NEO","m33",8.5644111,"0","m33 55.4",7.953642,0.282595835808969,0.610769099999999,"Methanol","33.033000000000001",33000,2.19,"Other","02-07-2022 23:00:00","02-07-2022","23:00:00","13.9",287.05,2.59299740358416e-11,5.28803205427406e-08,5.49955333644503e-06,0.000119952740177722,"22K"
"30",44745.044077881,2022-07-03 01:05:29,33.0681407242858,77.56069907527,1,"57.1","1","NEO","m33",7.8041088,"0","m33 57.1",7.7818146,0.300813632853898,0.0222942000000002,"Methanol","33.033000000000001",33000,2.19,"Other","03-07-2022 01:00:00","03-07-2022","01:00:00","13.1",286.25,9.49137152393017e-13,8.23188262557818e-08,8.56115793060131e-06,0.000128513898108323,"22K"
"31",44745.116264899,2022-07-03 02:49:26,32.1021960826634,74.7610051259915,1,"58.9","1","NEO","m33",8.1558885,"0","m33 58.9",8.0894512,0.560617702761686,0.0664372999999995,"Methanol","33.033000000000001",33000,2.19,"Other","03-07-2022 03:00:00","03-07-2022","03:00:00","14.3",287.45,2.81664580412162e-12,1.15329272141261e-08,1.19942443026912e-06,0.000129713322538592,"22K"
"32",44745.188451917,2022-07-03 04:33:23,40.9094576061527,100.287971925673,1,"60.6","1","NEO","m33",8.5872966,"0","m33 60.6",8.4830161,1.33137404657062,0.1042805,"Methanol","33.033000000000001",33000,2.19,"Other","03-07-2022 05:00:00","03-07-2022","05:00:00","14.6",287.75,4.41641980240828e-12,2.21516800459246e-08,2.30377472477616e-06,0.000132017097263369,"22K"
"33",44745.260638934,2022-07-03 06:17:20,43.4328524480588,107.601779535454,1,"62.3","1","NEO","m33",11.758986,"0","m33 62.3",10.3795196,0.166927865823925,1.3794664,"Methanol","33.033000000000001",33000,2.19,"Other","03-07-2022 06:00:00","03-07-2022","06:00:00","15.1",288.25,5.83209227482493e-11,1.92136725244011e-07,1.99822194253771e-05,0.000151999316688746,"22K"
"34",44745.332825951,2022-07-03 08:01:17,49.4988666466395,125.18351508862,1,"64.1","1","NEO","m33",11.216961,"0","m33 64.1",10.5649615,1.07680553805651,0.651999500000001,"Methanol","33.033000000000001",33000,2.19,"Other","03-07-2022 08:00:00","03-07-2022","08:00:00","18.6",291.75,2.72344728778163e-11,2.62018327111557e-07,2.72499060196019e-05,0.000179249222708348,"22K"
"35",44745.405012973,2022-07-03 09:45:14,55.6309213236304,142.95666236441,1,"65.8","1","NEO","m33",11.6855772,"0","m33 65.8",13.331479,1.17015094457595,-1.6459018,"Methanol","33.033000000000001",33000,2.19,"Other","03-07-2022 10:00:00","03-07-2022","10:00:00","20.9",294.05,-6.82127113520013e-11,0,0,0.000179249222708348,"22K"
"36",44745.693749527,2022-07-03 16:41:00,51.7422674646233,131.685788019464,1,"72.7","1","NEO","m33",12.0499275,"0","m33 72.7",12.715286,1.48404821741478,-0.665358499999999,"Methanol","33.033000000000001",33000,2.19,"Other","03-07-2022 17:00:00","03-07-2022","17:00:00","21.4",294.55,-2.75282914913761e-11,0,0,0.000179249222708348,"22K"
"37",44745.765936562,2022-07-03 18:24:57,54.7309063769799,140.348059043038,1,"74.5","1","NEO","m33",9.8185365,"0","m33 74.5",10.3313396,1.72613083321873,-0.512803100000001,"Methanol","33.033000000000001",33000,2.19,"Other","03-07-2022 18:00:00","03-07-2022","18:00:00","19.6",292.75,-2.13469736566606e-11,0,0,0.000179249222708348,"22K"
"38",44745.838123596,2022-07-03 20:08:54,53.4084410385451,136.515025506119,1,"76.2","1","NEO","m33",7.0920522,"0","m33 76.2",8.2028494,0.0806200882031273,-1.1107972,"Methanol","33.033000000000001",33000,2.19,"Other","03-07-2022 20:00:00","03-07-2022","20:00:00","17.4",290.55,-4.65904035897853e-11,0,0,0.000179249222708348,"22K"
"39",44745.91031062,2022-07-03 21:52:51,47.6499546217101,119.824628475564,1,"77.9","1","NEO","m33",7.1860689,"0","m33 77.9",7.4743532,0.0751599906570645,-0.2882843,"Methanol","33.033000000000001",33000,2.19,"Other","03-07-2022 22:00:00","03-07-2022","22:00:00","15.4",288.55,-1.21753789898557e-11,0,0,0.000179249222708348,"22K"
"40",44745.982486064,2022-07-03 23:36:47,46.7203306863918,117.130206461438,1,"79.7","1","NEO","m33",5.6774436,"0","m33 79.7",6.5627876,0.37612063322183,-0.885344,"Methanol","33.033000000000001",33000,2.19,"Other","04-07-2022 00:00:00","04-07-2022","00:00:00","13.9",287.05,-3.75869488695289e-11,0,0,0.000179249222708348,"22K"
"41",44746.054684653,2022-07-04 01:20:45,44.8629113339311,111.746662210266,1,"81.4","1","NEO","m33",7.2600909,"0","m33 81.4",7.5331766,0.227955689648822,-0.2730857,"Methanol","33.033000000000001",33000,2.19,"Other","04-07-2022 01:00:00","04-07-2022","01:00:00","13.6",286.75,-1.16058808735071e-11,0,0,0.000179249222708348,"22K"
"42",44746.126871668,2022-07-04 03:04:42,45.4705849920053,113.507943540828,1,"83.1","1","NEO","m33",7.227438,"0","m33 83.1",6.8735705,0.233043116481414,0.3538675,"Methanol","33.033000000000001",33000,2.19,"Other","04-07-2022 03:00:00","04-07-2022","03:00:00","12.6",285.75,1.5091660081862e-11,1.06753996071189e-08,1.11024155914036e-06,0.000180359464267488,"22K"
"43",44746.199047109,2022-07-04 04:48:38,35.150955021565,83.597528034504,1,"84.9","1","NEO","m33",5.6549742,"0","m33 84.9",6.8661829,0.943574816624145,-1.2112087,"Methanol","33.033000000000001",33000,2.19,"Other","04-07-2022 05:00:00","04-07-2022","05:00:00","13",286.15,-5.15831438184382e-11,0,0,0.000180359464267488,"22K"
"44",44746.271234126,2022-07-04 06:32:35,34.2546063651591,80.9995510887772,1,"86.6","1","NEO","m33",7.1161422,"0","m33 86.6",7.3059203,0.634924392975518,-0.1897781,"Methanol","33.033000000000001",33000,2.19,"Other","04-07-2022 07:00:00","04-07-2022","07:00:00","15.2",288.35,-8.0206342878705e-12,0,0,0.000180359464267488,"22K"
"45",44746.343421145,2022-07-04 08:16:32,44.3024522436834,110.122227583092,1,"88.3","1","NEO","m33",5.7042273,"0","m33 88.3",7.4576508,1.35509376717623,-1.7534235,"Methanol","33.033000000000001",33000,2.19,"Other","04-07-2022 08:00:00","04-07-2022","08:00:00","15.8",288.95,-7.39514510499591e-11,0,0,0.000180359464267488,"22K"
"46",44742.663071847,2022-06-30 15:56:50,62.4234806694132,162.644216372227,1,"0","1","NEO","m35",22.2545816733893,"0","m35 0",21.6613498835525,6.36199487213705,0.593231789836803,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","30-06-2022 16:00:00","30-06-2022","16:00:00","24.4",297.55,2.42966857785044e-11,0,0,0,"22K"
"47",44742.735261672,2022-06-30 17:40:47,60.8699808795411,158.141552581262,1,"1.73","1","NEO","m35",21.8457217458571,"0","m35 1.73",29.1388172760862,2.51450962865548,-7.29309553022912,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","30-06-2022 18:00:00","30-06-2022","18:00:00","23.1",296.25,-3.00010268233363e-10,0,0,0,"22K"
"48",44742.80744874,2022-06-30 19:24:44,60.8017545997319,157.943805531863,1,"3.46","1","NEO","m35",20.7777804843518,"0","m35 3.46",26.3274737190515,1.71359421699362,-5.54969323469967,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","30-06-2022 19:00:00","30-06-2022","19:00:00","22.6",295.75,-2.2867927167916e-10,0,0,0,"22K"
"49",44742.879624217,2022-06-30 21:08:40,59.5851989089599,154.417740517729,1,"5.2","1","NEO","m35",29.599442021129,"0","m35 5.2",24.2264934961808,6.70652938854101,5.37294852494823,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","30-06-2022 21:00:00","30-06-2022","21:00:00","18.9",292.05,2.24201258082218e-10,0,0,0,"22K"
"50",44742.951799672,2022-06-30 22:52:36,54.9347366248775,140.938840633545,1,"6.93","1","NEO","m35",31.9343412343591,"0","m35 6.93",28.920635544612,5.45178964704362,3.01370568974703,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","30-06-2022 23:00:00","30-06-2022","23:00:00","16.4",289.55,1.26841054745062e-10,1.07508730313618e-06,0.000111809079526163,0.000111809079526163,"22K"
"51",44743.023998262,2022-07-01 00:36:34,49.6973550356053,125.758813835198,1,"8.66","1","NEO","m35",26.6635672624303,"0","m35 8.66",25.9796706015177,0.979454629639253,0.683896660912662,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","01-07-2022 01:00:00","01-07-2022","01:00:00","15.1",288.25,2.89137048418671e-11,4.77007922738147e-07,4.96088239647673e-05,0.00016141790349093,"22K"
"52",44743.096185278,2022-07-01 02:20:31,48.9815840852725,123.684223312754,1,"10.4","1","NEO","m35",34.6088452858558,"0","m35 10.4",34.225653924613,4.19007319233099,0.383191361242755,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","01-07-2022 02:00:00","01-07-2022","02:00:00","14.8",287.95,1.6217399033851e-11,1.3821660517938e-07,1.43745269386555e-05,0.000175792430429585,"22K"
"53",44743.168372295,2022-07-01 04:04:28,51.0578165374677,129.701975452196,1,"12.1","1","NEO","m35",26.6095100511032,"0","m35 12.1",20.7205061046923,3.78561339214183,5.8890039464109,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","01-07-2022 04:00:00","01-07-2022","04:00:00","14.3",287.45,2.49667555064912e-10,8.14287986950363e-07,8.46859506428378e-05,0.000260478381072423,"22K"
"54",44743.240559312,2022-07-01 05:48:25,51.0125335230694,129.570727163264,1,"13.9","1","NEO","m35",28.3231510983778,"0","m35 13.9",27.3120227364895,3.83955683305874,1.01112836188828,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","01-07-2022 06:00:00","01-07-2022","06:00:00","17.5",290.65,4.23953808572187e-11,8.94459564141058e-07,9.302379467067e-05,0.000353502175743093,"22K"
"55",44743.312746331,2022-07-01 07:32:22,59.2013320231466,153.305140735888,1,"15.6","1","NEO","m35",41.5995800878776,"0","m35 15.6",22.1229434122713,3.25856873110356,19.4766366756064,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","01-07-2022 08:00:00","01-07-2022","08:00:00","19.3",292.45,8.11605372294747e-10,2.61542649713042e-06,0.000272004355701563,0.000625506531444657,"22K"
"56",44743.384921783,2022-07-01 09:16:18,64.9631290348721,170.005133194673,1,"17.3","1","NEO","m35",19.9489115620521,"0","m35 17.3",29.0913477228603,3.18145329393279,-9.14243616080824,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","01-07-2022 09:00:00","01-07-2022","09:00:00","19.1",292.25,-3.81232566298783e-10,1.31804150791647e-06,0.000137076316823312,0.000762582848267969,"22K"
"57",44743.457108805,2022-07-01 11:00:15,66.3843442579831,174.124383397338,1,"19.1","1","NEO","m35",25.7185355052779,"0","m35 19.1",35.3861315463466,9.34538894007887,-9.66759604106869,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","01-07-2022 11:00:00","01-07-2022","11:00:00","20.8",293.95,-4.00799901969261e-10,0,0,0.000762582848267969,"22K"
"58",44743.67257034,2022-07-01 16:10:31,102.608915906788,279.117681864235,1,"24.2","1","NEO","m35",91.612464620898,"0","m35 24.2",87.6205074280473,43.9391440484346,3.99195719285072,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","01-07-2022 16:00:00","01-07-2022","16:00:00","16.7",289.85,1.67839874771082e-10,0,0,0.000762582848267969,"22K"
"59",44743.744745784,2022-07-01 17:54:27,74.1074931345626,196.509158101216,1,"26","1","NEO","m35",62.7845192055462,"0","m35 26",60.3240870003198,17.4239625094571,2.46043220522636,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","01-07-2022 18:00:00","01-07-2022","18:00:00","15.6",288.75,1.03841747024712e-10,8.32040615661659e-07,8.65322240288126e-05,0.000849115072296782,"22K"
"60",44743.816955948,2022-07-01 19:38:25,84.1380203834859,225.581638279496,1,"27.7","1","NEO","m35",53.9101872255829,"0","m35 27.7",38.4625156938653,9.83286095568626,15.4476715317176,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","01-07-2022 20:00:00","01-07-2022","20:00:00","15.5",288.65,6.52189857297444e-10,2.31539033579789e-06,0.000240800594922981,0.00108991566721976,"22K"
"61",44743.88913139,2022-07-01 21:22:21,49.0015813878689,123.742183494599,1,"29.4","1","NEO","m35",22.4347136977147,"0","m35 29.4",30.1879792829732,2.41280986823802,-7.75326558525848,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","01-07-2022 21:00:00","01-07-2022","21:00:00","15.2",288.35,-3.27677997598724e-10,9.93836262270923e-07,0.000103358971276176,0.00119327463849594,"22K"
"62",44743.961318406,2022-07-01 23:06:18,48.0661201451418,121.030842628679,1,"31.2","1","NEO","m35",31.6083824646873,"0","m35 31.2",34.5223839829045,3.84539415135786,-2.91400151821719,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","01-07-2022 23:00:00","01-07-2022","23:00:00","14.6",287.75,-1.23411893971568e-10,0,0,0.00119327463849594,"22K"
"63",44744.033493847,2022-07-02 00:50:14,45.6610024580528,114.05984952442,1,"32.9","1","NEO","m35",24.5101370341088,"0","m35 32.9",30.5051710598753,8.3581695106863,-5.99503402576652,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","02-07-2022 01:00:00","02-07-2022","01:00:00","13.7",286.85,-2.54694387053445e-10,0,0,0.00119327463849594,"22K"
"64",44744.105680862,2022-07-02 02:34:11,43.7540894220284,108.532852780807,1,"34.6","1","NEO","m35",16.5854102843465,"0","m35 34.6",24.0356408826351,6.22612281624749,-7.45023059828854,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","02-07-2022 03:00:00","02-07-2022","03:00:00","12.8",285.95,-3.17513496311246e-10,0,0,0.00119327463849594,"22K"
"65",44744.177868854,2022-07-02 04:18:08,35.6841273732669,85.1428747786767,1,"36.4","1","NEO","m35",30.9807141086874,"0","m35 36.4",25.1367108059008,1.18832074134134,5.84400330278665,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","02-07-2022 04:00:00","02-07-2022","04:00:00","12.1",285.25,2.49670583121079e-10,0,0,0.00119327463849594,"22K"
"66",44744.25005587,2022-07-02 06:02:05,28.0214861235452,62.9334753804834,1,"38.1","1","NEO","m35",27.0869938508214,"0","m35 38.1",18.1087568465164,4.50935006644619,8.97823700430506,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","02-07-2022 06:00:00","02-07-2022","06:00:00","13.6",286.75,3.81566479409497e-10,1.93319986337232e-06,0.000201052785790721,0.00139432742428666,"22K"
"67",44744.322242394,2022-07-02 07:46:02,40.2153116879408,98.2760593963277,1,"39.8","1","NEO","m35",18.1767697705066,"0","m35 39.8",28.0959650511566,8.79636732261845,-9.91919528065002,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","02-07-2022 08:00:00","02-07-2022","08:00:00","16.9",290.05,-4.16760112443e-10,0,0,0.00139432742428666,"22K"
"68",44744.394429414,2022-07-02 09:29:59,47.2993848071763,118.80853692512,1,"41.6","1","NEO","m35",24.251576094327,"0","m35 41.6",20.6567949818895,6.32268108771659,3.59478111243752,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","02-07-2022 09:00:00","02-07-2022","09:00:00","17.9",291.05,1.50517648047879e-10,0,0,0.00139432742428666,"22K"
"69",44744.466616434,2022-07-02 11:13:56,46.875869359595,117.58101975185,1,"43.3","1","NEO","m35",34.142820509356,"0","m35 43.3",27.7292793123714,7.72321476030708,6.41354119698462,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","02-07-2022 11:00:00","02-07-2022","11:00:00","19.9",293.05,2.66709655851132e-10,1.27778265056117e-06,0.000132889395658362,0.00152721681994502,"22K"
"70",44744.683165936,2022-07-02 16:25:46,43.6164995640802,108.13406233653,1,"48.5","1","NEO","m35",20.6392374434323,"0","m35 48.5",15.4746470991055,2.38089737428804,5.1645903443268,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","02-07-2022 16:00:00","02-07-2022","16:00:00","20.3",293.45,2.1447878516059e-10,1.47366731714227e-06,0.000153261400982796,0.00168047822092782,"22K"
"71",44744.755341387,2022-07-02 18:09:42,42.4309631352609,104.69790355124,1,"50.2","1","NEO","m35",14.6777174538771,"0","m35 50.2",16.6185039851928,2.70779554778986,-1.94078653131575,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","02-07-2022 18:00:00","02-07-2022","18:00:00","18.8",291.95,-8.10124685749247e-11,4.08748282228307e-07,4.25098213517439e-05,0.00172298804227956,"22K"
"72",44744.827539983,2022-07-02 19:53:40,42.7021749742366,105.483983945327,1,"51.9","1","NEO","m35",11.2232964806613,"0","m35 51.9",12.4761744861133,2.28736151156381,-1.25287800545201,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","02-07-2022 20:00:00","02-07-2022","20:00:00","16.7",289.85,-5.26766388966066e-11,0,0,0.00172298804227956,"22K"
"73",44744.899715426,2022-07-02 21:37:36,41.1698134039969,101.042587170145,1,"53.7","1","NEO","m35",16.5140029165428,"0","m35 53.7",20.4860515792846,2.3508985181661,-3.97204866274174,"Hydrogen sulfide","34.994999999999997",0.8,1.55,"VSC","02-07-2022 22:00:00","02-07-2022","22:00:00","14.4",287.55,-1.68338620756459e-10,0,0,0.00172298804227956,"22K"
