"","elapsed.time","time","experiment"
"840",161,"05:00:00","22H"
"841",161,"05:00:00","22H"
"842",161,"05:00:00","22H"
"843",161,"05:00:00","22H"
"844",161,"05:00:00","22H"
"845",161,"06:00:00","22H"
"846",161,"06:00:00","22H"
"847",163,"06:00:00","22H"
"848",163,"06:00:00","22H"
"849",163,"06:00:00","22H"
"850",163,"07:00:00","22H"
"851",163,"07:00:00","22H"
"852",163,"07:00:00","22H"
"853",163,"07:00:00","22H"
"854",163,"07:00:00","22H"
"855",163,"08:00:00","22H"
"856",165,"08:00:00","22H"
"857",165,"08:00:00","22H"
"858",165,"08:00:00","22H"
"859",165,"08:00:00","22H"
"860",165,"08:00:00","22H"
