"","elapsed.time","temp","experiment"
"241",50.2,26.2,"22J"
"242",52,26.2,"22J"
"243",52,26.2,"22J"
"244",52,26.2,"22J"
"245",52,26.2,"22J"
"246",52,25.8,"22J"
"247",52,25.8,"22J"
"248",52,25.8,"22J"
"249",52,25.8,"22J"
"250",52,25.8,"22J"
"251",53.7,25,"22J"
"252",53.7,25,"22J"
"253",53.7,25,"22J"
"254",53.7,25,"22J"
"255",53.7,25,"22J"
"256",53.7,23.7,"22J"
"257",53.7,23.7,"22J"
"258",53.7,23.7,"22J"
"259",53.7,23.7,"22J"
"260",55.4,23.7,"22J"
"261",55.4,22.2,"22J"
"262",55.4,22.2,"22J"
"263",55.4,22.2,"22J"
"264",55.4,22.2,"22J"
"265",55.4,22.2,"22J"
"266",55.4,22.2,"22J"
"267",55.4,20.6,"22J"
"268",55.4,20.6,"22J"
"269",57.2,20.6,"22J"
"270",57.2,20.6,"22J"
"271",57.2,19.6,"22J"
"272",57.2,19.6,"22J"
"273",57.2,19.6,"22J"
"274",57.2,19.6,"22J"
"275",57.2,19.6,"22J"
"276",57.2,19.6,"22J"
"277",57.2,19.2,"22J"
"278",58.9,19.2,"22J"
"279",58.9,19.2,"22J"
"280",58.9,19.2,"22J"
"281",58.9,19.2,"22J"
"282",58.9,18.7,"22J"
"283",58.9,18.7,"22J"
"284",58.9,18.7,"22J"
"285",58.9,18.7,"22J"
"286",58.9,18.7,"22J"
"287",60.6,18.2,"22J"
"288",60.6,18.2,"22J"
"289",60.6,18.2,"22J"
"290",60.6,18.2,"22J"
"291",60.6,18.2,"22J"
"292",60.6,17.1,"22J"
"293",60.6,17.1,"22J"
"294",60.6,17.1,"22J"
"295",60.6,17.1,"22J"
"296",62.4,17.1,"22J"
"297",62.4,17.1,"22J"
"298",62.4,16.2,"22J"
"299",62.4,16.2,"22J"
"300",62.4,16.2,"22J"
"301",62.4,16.2,"22J"
"302",62.4,16.2,"22J"
"303",62.4,16,"22J"
"304",62.4,16,"22J"
"305",64.1,16,"22J"
"306",64.1,16,"22J"
"307",64.1,16,"22J"
"308",64.1,15.8,"22J"
"309",64.1,15.8,"22J"
"310",64.1,15.8,"22J"
"311",64.1,15.8,"22J"
"312",64.1,15.8,"22J"
"313",64.1,16.5,"22J"
"314",65.8,16.5,"22J"
"315",65.8,16.5,"22J"
"316",65.8,16.5,"22J"
"317",65.8,16.5,"22J"
"318",65.8,18.1,"22J"
"319",65.8,18.1,"22J"
"320",65.8,18.1,"22J"
"321",65.8,18.1,"22J"
"322",65.8,18.1,"22J"
"323",67.6,19,"22J"
"324",67.6,19,"22J"
"325",67.6,19,"22J"
"326",67.6,19,"22J"
"327",67.6,19,"22J"
"328",67.6,19,"22J"
"329",67.6,20.4,"22J"
"330",67.6,20.4,"22J"
"331",67.6,20.4,"22J"
"332",69.3,20.4,"22J"
"333",69.3,20.4,"22J"
"334",69.3,22.3,"22J"
"335",69.3,22.3,"22J"
"336",69.3,22.3,"22J"
"337",69.3,22.3,"22J"
"338",69.3,22.3,"22J"
"339",69.3,22.3,"22J"
"340",69.3,23.6,"22J"
"341",71,23.6,"22J"
"342",71,23.6,"22J"
"343",71,23.6,"22J"
"344",71,24.8,"22J"
"345",71,24.8,"22J"
"346",71,24.8,"22J"
"347",71,24.8,"22J"
"348",71,24.8,"22J"
"349",71,24.8,"22J"
"350",72.8,25.4,"22J"
"351",72.8,25.4,"22J"
"352",72.8,25.4,"22J"
"353",72.8,25.4,"22J"
"354",72.8,26.1,"22J"
"355",72.8,26.1,"22J"
"356",72.8,26.1,"22J"
"357",72.8,26.1,"22J"
"358",72.8,26.1,"22J"
"359",74.5,26.1,"22J"
"360",74.5,25.7,"22J"
"361",74.5,25.7,"22J"
"362",74.5,25.7,"22J"
"363",74.5,25.7,"22J"
"364",74.5,25.7,"22J"
"365",74.5,26,"22J"
"366",74.5,26,"22J"
"367",74.5,26,"22J"
"368",76.2,26,"22J"
"369",76.2,26,"22J"
"370",76.2,25.9,"22J"
"371",76.2,25.9,"22J"
"372",76.2,25.9,"22J"
"373",76.2,25.9,"22J"
"374",76.2,25.9,"22J"
"375",76.2,25.9,"22J"
"376",76.2,24.3,"22J"
"377",78,24.3,"22J"
"378",78,24.3,"22J"
"379",78,24.3,"22J"
"380",78,24.3,"22J"
"381",78,20,"22J"
"382",78,20,"22J"
"383",78,20,"22J"
"384",78,20,"22J"
"385",78,20,"22J"
"386",79.7,19.1,"22J"
"387",79.7,19.1,"22J"
"388",79.7,19.1,"22J"
"389",79.7,19.1,"22J"
"390",79.7,19.1,"22J"
"391",79.7,18.4,"22J"
"392",79.7,18.4,"22J"
"393",79.7,18.4,"22J"
"394",79.7,18.4,"22J"
"395",81.4,18.4,"22J"
"396",81.4,17.7,"22J"
"397",81.4,17.7,"22J"
"398",81.4,17.7,"22J"
"399",81.4,17.7,"22J"
"400",81.4,17.7,"22J"
"401",81.4,17.7,"22J"
"402",81.4,17,"22J"
"403",81.4,17,"22J"
"404",83.2,17,"22J"
"405",83.2,17,"22J"
"406",83.2,16.6,"22J"
"407",83.2,16.6,"22J"
"408",83.2,16.6,"22J"
"409",83.2,16.6,"22J"
"410",83.2,16.6,"22J"
"411",83.2,16.6,"22J"
"412",83.2,16.2,"22J"
"413",84.9,16.2,"22J"
"414",84.9,16.2,"22J"
"415",84.9,16.2,"22J"
"416",84.9,16.2,"22J"
"417",84.9,15.9,"22J"
"418",84.9,15.9,"22J"
"419",84.9,15.9,"22J"
"420",84.9,15.9,"22J"
"421",84.9,15.9,"22J"
"422",86.6,15.8,"22J"
"423",86.6,15.8,"22J"
"424",86.6,15.8,"22J"
"425",86.6,15.8,"22J"
"426",86.6,15.8,"22J"
"427",86.6,16,"22J"
"428",86.6,16,"22J"
"429",86.6,16,"22J"
"430",86.6,16,"22J"
"431",88.4,16,"22J"
"432",88.4,16,"22J"
"433",88.4,16.6,"22J"
"434",88.4,16.6,"22J"
"435",88.4,16.6,"22J"
"436",88.4,16.6,"22J"
"437",88.4,16.6,"22J"
"438",88.4,18.2,"22J"
"439",88.4,18.2,"22J"
"440",90.1,18.2,"22J"
"441",90.1,18.2,"22J"
"442",90.1,18.2,"22J"
"443",90.1,19.4,"22J"
"444",90.1,19.4,"22J"
"445",90.1,19.4,"22J"
"446",90.1,19.4,"22J"
"447",90.1,19.4,"22J"
"448",90.1,20.7,"22J"
"449",91.8,20.7,"22J"
"450",91.8,20.7,"22J"
"451",91.8,20.7,"22J"
"452",91.8,20.7,"22J"
"453",91.8,22.8,"22J"
"454",91.8,22.8,"22J"
"455",91.8,22.8,"22J"
"456",91.8,22.8,"22J"
"457",91.8,22.8,"22J"
"458",93.6,23,"22J"
"459",93.6,23,"22J"
"460",93.6,23,"22J"
"461",93.6,23,"22J"
"462",93.6,23,"22J"
"463",93.6,23,"22J"
"464",93.6,24.5,"22J"
"465",93.6,24.5,"22J"
"466",93.6,24.5,"22J"
"467",95.3,24.5,"22J"
"468",95.3,24.5,"22J"
"469",95.3,25.8,"22J"
"470",95.3,25.8,"22J"
"471",95.3,25.8,"22J"
"472",95.3,25.8,"22J"
"473",95.3,25.8,"22J"
"474",95.3,25.8,"22J"
"475",95.3,26.6,"22J"
"476",97,26.6,"22J"
"477",97,26.6,"22J"
"478",97,26.6,"22J"
"479",97,24.7,"22J"
"480",97,24.7,"22J"
"481",97,24.7,"22J"
"482",97,24.7,"22J"
"483",97,24.7,"22J"
"484",97,24.7,"22J"
"485",98.7,20,"22J"
"486",98.7,20,"22J"
"487",98.7,20,"22J"
"488",98.7,20,"22J"
"489",98.7,20.3,"22J"
"490",98.7,20.3,"22J"
"491",98.7,20.3,"22J"
"492",98.7,20.3,"22J"
"493",98.7,20.3,"22J"
"494",100,20.3,"22J"
"495",100,20.6,"22J"
"496",100,20.6,"22J"
"497",100,20.6,"22J"
"498",100,20.6,"22J"
"499",100,20.6,"22J"
"500",100,20.3,"22J"
"501",100,20.3,"22J"
"502",100,20.3,"22J"
"503",102,20.3,"22J"
"504",102,20.3,"22J"
"505",102,18.4,"22J"
"506",102,18.4,"22J"
"507",102,18.4,"22J"
"508",102,18.4,"22J"
"509",102,18.4,"22J"
"510",102,18.4,"22J"
"511",102,17,"22J"
"512",104,17,"22J"
"513",104,17,"22J"
"514",104,17,"22J"
"515",104,17,"22J"
"516",104,16.6,"22J"
"517",104,16.6,"22J"
"518",104,16.6,"22J"
"519",104,16.6,"22J"
"520",104,16.6,"22J"
"521",106,16.1,"22J"
"522",106,16.1,"22J"
"523",106,16.1,"22J"
"524",106,16.1,"22J"
"525",106,16.1,"22J"
"526",106,15.8,"22J"
"527",106,15.8,"22J"
"528",106,15.8,"22J"
"529",106,15.8,"22J"
"530",107,15.8,"22J"
"531",107,15.5,"22J"
"532",107,15.5,"22J"
"533",107,15.5,"22J"
"534",107,15.5,"22J"
"535",107,15.5,"22J"
"536",107,15.5,"22J"
"537",107,15,"22J"
"538",107,15,"22J"
"539",109,15,"22J"
"540",109,15,"22J"
"541",109,14.6,"22J"
"542",109,14.6,"22J"
"543",109,14.6,"22J"
"544",109,14.6,"22J"
"545",109,14.6,"22J"
"546",109,14.6,"22J"
"547",109,14.3,"22J"
"548",111,14.3,"22J"
"549",111,14.3,"22J"
"550",111,14.3,"22J"
"551",111,14.3,"22J"
"552",111,14.3,"22J"
"553",111,14.3,"22J"
"554",111,14.3,"22J"
"555",111,14.3,"22J"
"556",111,14.3,"22J"
"557",113,14.5,"22J"
"558",113,14.5,"22J"
"559",113,14.5,"22J"
"560",113,14.5,"22J"
"561",113,14.5,"22J"
"562",113,14,"22J"
"563",113,14,"22J"
"564",113,14,"22J"
"565",113,14,"22J"
"566",114,14,"22J"
"567",114,14,"22J"
"568",114,13.7,"22J"
"569",114,13.7,"22J"
"570",114,13.7,"22J"
"571",114,13.7,"22J"
"572",114,13.7,"22J"
"573",114,13.5,"22J"
"574",114,13.5,"22J"
"575",116,13.5,"22J"
"576",116,13.5,"22J"
"577",116,13.5,"22J"
"578",116,13.9,"22J"
"579",116,13.9,"22J"
"580",116,13.9,"22J"
"581",116,13.9,"22J"
"582",116,13.9,"22J"
"583",116,14.3,"22J"
"584",118,14.3,"22J"
"585",118,14.3,"22J"
"586",118,14.3,"22J"
"587",118,14.3,"22J"
"588",118,14.6,"22J"
"589",118,14.6,"22J"
"590",118,14.6,"22J"
"591",118,14.6,"22J"
"592",118,14.6,"22J"
"593",120,14.8,"22J"
"594",120,14.8,"22J"
"595",120,14.8,"22J"
"596",120,14.8,"22J"
"597",120,14.8,"22J"
"598",120,14.8,"22J"
"599",120,14.8,"22J"
"600",120,14.8,"22J"
"601",120,14.8,"22J"
"602",121,14.8,"22J"
"603",121,14.8,"22J"
"604",121,14.8,"22J"
"605",121,14.8,"22J"
"606",121,14.8,"22J"
"607",121,14.8,"22J"
"608",121,14.8,"22J"
"609",121,14.8,"22J"
"610",121,14.8,"22J"
"611",123,14.8,"22J"
"612",123,14.8,"22J"
"613",123,14.8,"22J"
"614",123,14.5,"22J"
"615",123,14.5,"22J"
"616",123,14.5,"22J"
"617",123,14.5,"22J"
"618",123,14.5,"22J"
"619",123,14.5,"22J"
"620",125,14.4,"22J"
"621",125,14.4,"22J"
"622",125,14.4,"22J"
"623",125,14.4,"22J"
"624",125,14.1,"22J"
"625",125,14.1,"22J"
"626",125,14.1,"22J"
"627",125,14.1,"22J"
"628",125,14.1,"22J"
"629",126,14.1,"22J"
"630",126,13.3,"22J"
"631",126,13.3,"22J"
"632",126,13.3,"22J"
"633",126,13.3,"22J"
"634",126,13.3,"22J"
"635",126,12.8,"22J"
"636",126,12.8,"22J"
"637",126,12.8,"22J"
"638",128,12.8,"22J"
"639",128,12.8,"22J"
"640",128,12.5,"22J"
"641",128,12.5,"22J"
"642",128,12.5,"22J"
"643",128,12.5,"22J"
"644",128,12.5,"22J"
"645",128,12.5,"22J"
"646",128,12.4,"22J"
"647",130,12.4,"22J"
"648",130,12.4,"22J"
"649",130,12.4,"22J"
"650",130,12.4,"22J"
"651",130,12,"22J"
"652",130,12,"22J"
"653",130,12,"22J"
"654",130,12,"22J"
"655",130,12,"22J"
"656",132,11.4,"22J"
"657",132,11.4,"22J"
"658",132,11.4,"22J"
"659",132,11.4,"22J"
"660",132,11.4,"22J"
"661",132,11,"22J"
"662",132,11,"22J"
"663",132,11,"22J"
"664",132,11,"22J"
"665",133,11,"22J"
"666",133,10.7,"22J"
"667",133,10.7,"22J"
"668",133,10.7,"22J"
"669",133,10.7,"22J"
"670",133,10.7,"22J"
"671",133,10.7,"22J"
"672",133,10.7,"22J"
"673",133,10.7,"22J"
"674",135,10.7,"22J"
"675",135,10.7,"22J"
"676",135,10.7,"22J"
"677",135,10.7,"22J"
"678",135,10.7,"22J"
"679",135,10.7,"22J"
"680",135,10.7,"22J"
"681",135,10.7,"22J"
"682",135,11.3,"22J"
"683",137,11.3,"22J"
"684",137,11.3,"22J"
"685",137,11.3,"22J"
"686",137,11.3,"22J"
"687",137,12.2,"22J"
"688",137,12.2,"22J"
"689",137,12.2,"22J"
"690",137,12.2,"22J"
"691",137,12.2,"22J"
"692",139,14.1,"22J"
"693",139,14.1,"22J"
"694",139,14.1,"22J"
"695",139,14.1,"22J"
"696",139,14.1,"22J"
"697",139,16.2,"22J"
"698",139,16.2,"22J"
"699",139,16.2,"22J"
"700",139,16.2,"22J"
"701",140,16.2,"22J"
"702",140,16.2,"22J"
"703",140,17.4,"22J"
"704",140,17.4,"22J"
"705",140,17.4,"22J"
"706",140,17.4,"22J"
"707",140,17.4,"22J"
"708",140,17.4,"22J"
"709",140,18,"22J"
"710",142,18,"22J"
"711",142,18,"22J"
"712",142,18,"22J"
"713",142,18.7,"22J"
"714",142,18.7,"22J"
"715",142,18.7,"22J"
"716",142,18.7,"22J"
"717",142,18.7,"22J"
"718",142,18.7,"22J"
"719",144,18.9,"22J"
"720",144,18.9,"22J"
"721",144,18.9,"22J"
"722",144,18.9,"22J"
"723",144,19.1,"22J"
"724",144,19.1,"22J"
"725",144,19.1,"22J"
"726",144,19.1,"22J"
"727",144,19.1,"22J"
"728",146,19.1,"22J"
"729",146,19.4,"22J"
"730",146,19.4,"22J"
"731",146,19.4,"22J"
"732",146,19.4,"22J"
"733",146,19.4,"22J"
"734",146,19.7,"22J"
"735",146,19.7,"22J"
"736",146,19.7,"22J"
"737",147,19.7,"22J"
"738",147,19.7,"22J"
"739",147,19.6,"22J"
"740",147,19.6,"22J"
"741",147,19.6,"22J"
"742",147,19.6,"22J"
"743",147,19.6,"22J"
"744",147,19.6,"22J"
"745",147,20.1,"22J"
"746",149,20.1,"22J"
"747",149,20.1,"22J"
"748",149,20.1,"22J"
"749",149,20.1,"22J"
"750",149,19.7,"22J"
"751",149,19.7,"22J"
"752",149,19.7,"22J"
"753",149,19.7,"22J"
"754",149,19.7,"22J"
"755",151,19.1,"22J"
"756",151,19.1,"22J"
"757",151,19.1,"22J"
"758",151,19.1,"22J"
"759",151,19.1,"22J"
"760",151,18.7,"22J"
"761",151,18.7,"22J"
"762",151,18.7,"22J"
"763",151,18.7,"22J"
"764",152,18.7,"22J"
"765",152,16.6,"22J"
"766",152,16.6,"22J"
"767",152,16.6,"22J"
"768",152,16.6,"22J"
"769",152,16.6,"22J"
"770",152,16.6,"22J"
"771",152,15.1,"22J"
"772",152,15.1,"22J"
"773",154,15.1,"22J"
"774",154,15.1,"22J"
"775",154,13.8,"22J"
"776",154,13.8,"22J"
"777",154,13.8,"22J"
"778",154,13.8,"22J"
"779",154,13.8,"22J"
"780",154,13.8,"22J"
"781",154,12.9,"22J"
"782",156,12.9,"22J"
"783",156,12.9,"22J"
"784",156,12.9,"22J"
"785",156,12.9,"22J"
"786",156,12.2,"22J"
"787",156,12.2,"22J"
"788",156,12.2,"22J"
"789",156,12.2,"22J"
"790",156,12.2,"22J"
"791",158,11.5,"22J"
"792",158,11.5,"22J"
"793",158,11.5,"22J"
"794",158,11.5,"22J"
"795",158,11.5,"22J"
"796",158,11,"22J"
"797",158,11,"22J"
"798",158,11,"22J"
"799",158,11,"22J"
"800",159,11,"22J"
"801",159,11,"22J"
"802",159,10.5,"22J"
"803",159,10.5,"22J"
"804",159,10.5,"22J"
"805",159,10.5,"22J"
"806",159,10.5,"22J"
"807",159,12.1,"22J"
"808",159,12.1,"22J"
"809",161,12.1,"22J"
"810",161,12.1,"22J"
"811",161,12.1,"22J"
"812",161,14.2,"22J"
"813",161,14.2,"22J"
"814",161,14.2,"22J"
"815",161,14.2,"22J"
"816",161,14.2,"22J"
"817",161,16.8,"22J"
"818",163,16.8,"22J"
"819",163,16.8,"22J"
"820",163,16.8,"22J"
"821",163,16.8,"22J"
"822",163,18.6,"22J"
"823",163,18.6,"22J"
"824",163,18.6,"22J"
"825",163,18.6,"22J"
"826",163,18.6,"22J"
"827",165,20,"22J"
"828",165,20,"22J"
"829",165,20,"22J"
"830",165,20,"22J"
"831",165,20,"22J"
"832",165,20,"22J"
"833",165,20.4,"22J"
"834",165,20.4,"22J"
"835",165,20.4,"22J"
"836",166,20.4,"22J"
"837",166,20.4,"22J"
"838",166,21.3,"22J"
"839",166,21.3,"22J"
"840",166,21.3,"22J"
"841",166,21.3,"22J"
"842",166,21.3,"22J"
"843",166,21.3,"22J"
"844",166,21.7,"22J"
