"","treat","elapsed.time","flux.mn","flux.sd","cum.mn","cum.sd","NH3.bg.mn"
"209","Separated",38.1,3.44918028375344e-06,2.11124328333163e-06,0.274476728553543,0.115643833431805,7.5566946551
"210","Separated",39.8,2.70326453238081e-05,1.62893225080823e-05,0.276061783485136,0.115004617564171,12.328248806
"211","Separated",41.6,3.86162701244943e-05,2.36181490337486e-05,0.279475527088448,0.115676760148098,9.12681181483333
"212","Separated",43.3,4.46304264196264e-05,2.09242793824387e-05,0.283804355308742,0.117077955806626,8.31154837426667
"213","Separated",45,4.09439128356479e-05,4.04222947923131e-05,0.288254220950016,0.118574931862497,7.91268645726667
"214","Separated",46.7,2.3712816290936e-05,4.05075926269407e-06,0.291616370864599,0.12004760939342,5.78806825453333
"215","Separated",48.5,2.37954698200363e-05,5.60906392454e-06,0.294086801742369,0.120420188336983,5.1336408505
"216","Separated",50.2,1.52119085326205e-05,8.25180890222581e-06,0.296115185416707,0.120984548367708,3.68170462806667
"217","Separated",51.9,1.34694165988862e-05,1.40182900440896e-06,0.297606614323546,0.121407424629035,2.81149516576667
"218","Separated",53.7,1.24792486137501e-05,3.25318885018142e-06,0.298955944914603,0.121589738149784,2.6811288806
"219","Separated",55.4,9.74185718642872e-06,3.06256446178089e-06,0.300111442416212,0.121846699769516,3.0673738864
"220","Separated",57.1,7.7088090144036e-06,2.74184506980501e-06,0.301018877058655,0.122123343575904,3.4194569423
"221","Separated",58.9,7.26945359035331e-06,3.9726127447825e-06,0.301797746714103,0.122447194104175,3.26982568476667
"222","Separated",60.6,5.87676842014977e-06,3.53244134862347e-06,0.302481350258649,0.122808107996803,3.06676791973333
"223","Separated",62.3,6.70590533833047e-06,2.80629196951516e-07,0.30313564929409,0.122991672905903,2.27638459226667
"224","Separated",64.1,1.18047165843221e-05,3.32444185329734e-06,0.304098201634068,0.122892220028403,5.0203364673
"225","Separated",65.8,2.20450146492048e-05,7.1118731791033e-06,0.305858387658211,0.123148766423759,6.93735484256667
"226","Separated",67.5,3.02397912327117e-05,4.96518056388078e-06,0.308577197564071,0.123497222542953,7.65077790016667
"227","Separated",69.3,2.58445834803303e-05,1.71099305194936e-05,0.311493585049149,0.124217283770366,8.84030288636667
"228","Separated",71,2.36187403597188e-05,9.06820205482054e-06,0.314065677888831,0.125394183259323,7.77142589436667
"229","Separated",72.7,2.21965211900455e-05,3.22518704375505e-06,0.316448071489419,0.125992997882772,7.04414379303333
"230","Separated",74.5,2.15028237766979e-05,1.09275978297117e-05,0.31872043742769,0.126569511254545,5.4165162168
"231","Separated",76.2,1.79255196510028e-05,1.15208113061998e-05,0.32077071128593,0.127404642920594,3.94413755716667
"232","Separated",77.9,1.23000775760066e-05,8.45625650591247e-06,0.322342442341735,0.12817114451396,2.8049131658
"233","Separated",79.7,8.00080413001961e-06,3.46653159021184e-06,0.323398088190448,0.128617118876143,2.17155846173333
"234","Separated",81.4,7.21684768865933e-06,3.22444671595709e-06,0.324189406085019,0.12882280070469,1.9810003146
"235","Separated",83.1,6.64400429421187e-06,2.37807718883015e-06,0.324910170388129,0.128922796447612,2.41815244346667
"236","Separated",84.9,6.51767471640916e-06,2.73872277694093e-06,0.325594577696681,0.128957965474896,3.2300479969
"237","Separated",86.6,3.66762859984099e-06,3.3064561837654e-06,0.326124213469126,0.129052537381044,5.0885365919
"238","Separated",88.3,8.71258500355293e-06,3.35935914175104e-06,0.326767984576502,0.128947128881841,5.60588957036667
"239","Separated",90.1,2.39846014373045e-05,1.44248867455706e-06,0.328468238271427,0.128857200663446,7.4277689851
"240","Separated",91.8,2.50787029799094e-05,7.71943686939445e-06,0.331019530101122,0.129329625211383,7.83336000473333
"241","Separated",93.5,2.56703767529801e-05,2.0164438566929e-05,0.333658482247232,0.130083976589896,7.1230055278
"242","Separated",95.3,1.62123751433845e-05,1.03253810681732e-05,0.335836385345843,0.130590644410558,9.1665406376
"243","Separated",97,1.95544041132694e-05,1.59148376048502e-05,0.337696257867189,0.131234488121266,7.00867319336667
"244","Separated",98.7,1.77663519644179e-05,9.00094549734711e-06,0.339636937183229,0.132028040732559,6.50418611263333
"245","Separated",100,1.48455271726628e-05,9.97855579180169e-06,0.341332754898357,0.132690498146605,3.8414301744
"246","Separated",102,1.01417091941417e-05,6.3492097862363e-06,0.342632091189431,0.133280658177913,2.7621047875
