"","treat","elapsed.time","flux.mn","flux.sd","cum.mn","cum.sd"
"1","NEO",161,8.74201952453177e-06,7.55751273614091e-06,0.788141688708777,0.0478646519047677
"2","Raw",161,1.01971640175694e-05,7.75649982479549e-06,2.92079949763637,0.121555931757008
"3","Separated",161,5.35672183033541e-06,6.60857133811508e-06,1.11995203211924,0.132592251977759
